STT,ID Nhà cung cấp,Tên công ty,Email,Điện thoại,Tỷ lệ hoa hồng (%),Số lượng booking,Tổng số tiền cần thanh toán (VND),Ghi chú
1,1,"Vietnam Adventures Co.","supplier@example.com","+84 902345678",15,381,"2,340,818,089,113","Tổng số tiền cần thanh toán cho 381 booking(s)"
2,2,"avdb","customer3@example.com","+84 905678908",15,175,"1,792,454,713","Tổng số tiền cần thanh toán cho 175 booking(s)"
3,3,"Blue Sky Travel Agency","supplier01@example.com","+84 902234001",19.14,131,"1,190,321,664","Tổng số tiền cần thanh toán cho 131 booking(s)"
4,4,"Explore Vietnam Travel","supplier02@example.com","+84 902234002",16.32,142,"1,379,395,346","Tổng số tiền cần thanh toán cho 142 booking(s)"
5,5,"Luxury Travel Experience","supplier03@example.com","+84 902234003",11.59,137,"1,537,090,734","Tổng số tiền cần thanh toán cho 137 booking(s)"
6,6,"Beach Paradise Travel","supplier04@example.com","+84 902234004",15,154,"1,110,160,138","Tổng số tiền cần thanh toán cho 154 booking(s)"
7,7,"Mountain View Tours","supplier05@example.com","+84 902234005",15.06,167,"1,641,234,251","Tổng số tiền cần thanh toán cho 167 booking(s)"
8,8,"Golden Gate Adventures","supplier06@example.com","+84 902234006",13.7,147,"1,561,137,011","Tổng số tiền cần thanh toán cho 147 booking(s)"
9,9,"Beach Paradise Travel","supplier07@example.com","+84 902234007",15.22,134,"1,175,304,292","Tổng số tiền cần thanh toán cho 134 booking(s)"
10,10,"Adventure Tours Co.","supplier08@example.com","+84 902234008",11.16,162,"1,597,516,882","Tổng số tiền cần thanh toán cho 162 booking(s)"
11,11,"Adventure Tours Co.","supplier09@example.com","+84 902234009",15.79,152,"1,617,926,309","Tổng số tiền cần thanh toán cho 152 booking(s)"
12,12,"Luxury Travel Experience","supplier10@example.com","+84 902234010",11.55,163,"1,501,645,723","Tổng số tiền cần thanh toán cho 163 booking(s)"
13,13,"Beach Paradise Travel","supplier11@example.com","+84 902234011",18.54,133,"1,340,757,268","Tổng số tiền cần thanh toán cho 133 booking(s)"
14,14,"Golden Gate Adventures","supplier12@example.com","+84 902234012",18.87,145,"1,557,651,987","Tổng số tiền cần thanh toán cho 145 booking(s)"
15,15,"Ocean Breeze Adventures","supplier13@example.com","+84 902234013",16.8,183,"2,062,837,296","Tổng số tiền cần thanh toán cho 183 booking(s)"
16,16,"Mystic Journey Tours","supplier14@example.com","+84 902234014",14.89,174,"1,794,737,124","Tổng số tiền cần thanh toán cho 174 booking(s)"
17,17,"Beach Paradise Travel","supplier15@example.com","+84 902234015",10.68,168,"1,787,703,625","Tổng số tiền cần thanh toán cho 168 booking(s)"

TỔNG CỘNG,,,,,2848 booking(s),"2,365,465,963,475","Tổng số tiền cần thanh toán cho tất cả nhà cung cấp"

CHI TIẾT TỪNG BOOKING
STT,ID Nhà cung cấp,Tên công ty,Booking ID,Booking Ref,Tổng tiền booking (VND),Số tiền cần thanh toán (VND)
275,1,"Vietnam Adventures Co.",187,"BK1182","1,350,000","1,147,500"
276,1,"Vietnam Adventures Co.",189,"BK1184","6,475,000","5,503,750"
277,1,"Vietnam Adventures Co.",193,"BK1188","14,400,000","12,240,000"
278,1,"Vietnam Adventures Co.",194,"BK1189","14,325,000","12,176,250"
279,1,"Vietnam Adventures Co.",195,"BK1190","2,150,000","1,827,500"
280,1,"Vietnam Adventures Co.",198,"BK1193","1,300,000","1,105,000"
281,1,"Vietnam Adventures Co.",199,"BK1194","13,250,000","11,262,500"
282,1,"Vietnam Adventures Co.",205,"BK1200","6,900,000","5,865,000"
283,1,"Vietnam Adventures Co.",206,"BK1201","12,900,000","10,965,000"
284,1,"Vietnam Adventures Co.",210,"BK1205","15,900,000","13,515,000"
285,1,"Vietnam Adventures Co.",214,"BK1209","24,275,000","20,633,750"
286,1,"Vietnam Adventures Co.",215,"BK1210","10,875,000","9,243,750"
287,1,"Vietnam Adventures Co.",216,"BK1211","1,600,000","1,360,000"
288,1,"Vietnam Adventures Co.",217,"BK1212","10,250,000","8,712,500"
289,1,"Vietnam Adventures Co.",220,"BK1215","20,475,000","17,403,750"
290,1,"Vietnam Adventures Co.",223,"BK1218","900,000","765,000"
291,1,"Vietnam Adventures Co.",224,"BK1219","10,100,000","8,585,000"
292,1,"Vietnam Adventures Co.",227,"BK1222","2,500,000","2,125,000"
293,1,"Vietnam Adventures Co.",228,"BK1223","9,100,000","7,735,000"
294,1,"Vietnam Adventures Co.",237,"BK1232","4,900,000","4,165,000"
295,1,"Vietnam Adventures Co.",238,"BK1233","11,100,000","9,435,000"
296,1,"Vietnam Adventures Co.",239,"BK1234","1,175,000","998,750"
297,1,"Vietnam Adventures Co.",240,"BK1235","12,225,000","10,391,250"
298,1,"Vietnam Adventures Co.",242,"BK1237","30,875,000","26,243,750"
299,1,"Vietnam Adventures Co.",243,"BK1238","6,300,000","5,355,000"
300,1,"Vietnam Adventures Co.",244,"BK1239","10,200,000","8,670,000"
301,1,"Vietnam Adventures Co.",249,"BK1244","2,075,000","1,763,750"
302,1,"Vietnam Adventures Co.",252,"BK1247","15,075,000","12,813,750"
303,1,"Vietnam Adventures Co.",253,"BK1248","5,000,000","4,250,000"
304,1,"Vietnam Adventures Co.",257,"BK1252","29,400,000","24,990,000"
305,1,"Vietnam Adventures Co.",259,"BK1254","5,625,000","4,781,250"
306,1,"Vietnam Adventures Co.",261,"BK1256","5,550,000","4,717,500"
307,1,"Vietnam Adventures Co.",262,"BK1257","22,125,000","18,806,250"
308,1,"Vietnam Adventures Co.",264,"BK1259","9,300,000","7,905,000"
309,1,"Vietnam Adventures Co.",266,"BK1261","15,500,000","13,175,000"
310,1,"Vietnam Adventures Co.",268,"BK1263","34,250,000","29,112,500"
311,1,"Vietnam Adventures Co.",270,"BK1265","675,000","573,750"
312,1,"Vietnam Adventures Co.",273,"BK1268","37,125,000","31,556,250"
313,1,"Vietnam Adventures Co.",275,"BK1270","13,450,000","11,432,500"
314,1,"Vietnam Adventures Co.",276,"BK1271","2,000,000","1,700,000"
315,1,"Vietnam Adventures Co.",278,"BK1273","28,700,000","24,395,000"
316,1,"Vietnam Adventures Co.",279,"BK1274","16,600,000","14,110,000"
317,1,"Vietnam Adventures Co.",280,"BK1275","8,400,000","7,140,000"
318,1,"Vietnam Adventures Co.",281,"BK1276","7,100,000","6,035,000"
319,1,"Vietnam Adventures Co.",283,"BK1278","15,000,000","12,750,000"
320,1,"Vietnam Adventures Co.",284,"BK1279","23,575,000","20,038,750"
321,1,"Vietnam Adventures Co.",286,"BK1281","15,600,000","13,260,000"
322,1,"Vietnam Adventures Co.",287,"BK1282","19,350,000","16,447,500"
323,1,"Vietnam Adventures Co.",289,"BK1284","14,300,000","12,155,000"
324,1,"Vietnam Adventures Co.",290,"BK1285","7,600,000","6,460,000"
325,1,"Vietnam Adventures Co.",291,"BK1286","4,450,000","3,782,500"
326,1,"Vietnam Adventures Co.",292,"BK1287","34,125,000","29,006,250"
327,1,"Vietnam Adventures Co.",295,"BK1290","13,250,000","11,262,500"
328,1,"Vietnam Adventures Co.",296,"BK1291","8,375,000","7,118,750"
329,1,"Vietnam Adventures Co.",298,"BK1293","5,200,000","4,420,000"
330,1,"Vietnam Adventures Co.",301,"BK1296","5,175,000","4,398,750"
331,1,"Vietnam Adventures Co.",303,"BK1298","7,875,000","6,693,750"
332,1,"Vietnam Adventures Co.",304,"BK1299","2,625,000","2,231,250"
333,1,"Vietnam Adventures Co.",305,"BK1300","2,725,000","2,316,250"
334,1,"Vietnam Adventures Co.",307,"BK1302","19,900,000","16,915,000"
335,1,"Vietnam Adventures Co.",3325,"BK534101519723","9,000","7,650"
336,1,"Vietnam Adventures Co.",3315,"BK00002998","10,346,000","8,794,100"
337,1,"Vietnam Adventures Co.",3308,"BK00002991","3,876,000","3,294,600"
338,1,"Vietnam Adventures Co.",322,"BK00000005","3,073,750","2,612,688"
339,1,"Vietnam Adventures Co.",327,"BK00000010","5,887,000","5,003,950"
340,1,"Vietnam Adventures Co.",3264,"BK00002947","9,852,500","8,374,625"
341,1,"Vietnam Adventures Co.",3258,"BK00002941","15,000,000","12,750,000"
342,1,"Vietnam Adventures Co.",3246,"BK00002929","1,600,500","1,360,425"
343,1,"Vietnam Adventures Co.",3244,"BK00002927","6,161,000","5,236,850"
344,1,"Vietnam Adventures Co.",3224,"BK00002907","22,500,000,000","19,125,000,000"
345,1,"Vietnam Adventures Co.",3213,"BK00002896","2,638,250","2,242,513"
346,1,"Vietnam Adventures Co.",3201,"BK00002884","800,000","680,000"
347,1,"Vietnam Adventures Co.",2,"BK002","8,500,000","7,225,000"
348,1,"Vietnam Adventures Co.",347,"BK00000030","7,479,000","6,357,150"
349,1,"Vietnam Adventures Co.",3189,"BK00002872","2,956,500","2,513,025"
350,1,"Vietnam Adventures Co.",3177,"BK00002860","24,999,825,000","21,249,851,250"
351,1,"Vietnam Adventures Co.",3165,"BK00002848","8,252,250","7,014,412"
352,1,"Vietnam Adventures Co.",3163,"BK00002846","2,543,000","2,161,550"
353,1,"Vietnam Adventures Co.",356,"BK00000039","28,222,000","23,988,700"
354,1,"Vietnam Adventures Co.",4,"BK004","1,125,000","956,250"
355,1,"Vietnam Adventures Co.",3149,"BK00002832","24,818,000","21,095,300"
356,1,"Vietnam Adventures Co.",360,"BK00000043","1,540,250","1,309,213"
357,1,"Vietnam Adventures Co.",3127,"BK00002810","1,215,500","1,033,175"
358,1,"Vietnam Adventures Co.",3103,"BK00002786","4,823,000","4,099,550"
359,1,"Vietnam Adventures Co.",3102,"BK00002785","22,032,000","18,727,200"
360,1,"Vietnam Adventures Co.",3100,"BK00002783","17,661,000","15,011,850"
361,1,"Vietnam Adventures Co.",3081,"BK00002764","20,247,750","17,210,588"
362,1,"Vietnam Adventures Co.",3074,"BK00002757","7,701,250","6,546,063"
363,1,"Vietnam Adventures Co.",3059,"BK00002742","7,557,000","6,423,450"
364,1,"Vietnam Adventures Co.",379,"BK00000062","18,657,000","15,858,450"
365,1,"Vietnam Adventures Co.",3047,"BK00002730","750,000","637,500"
366,1,"Vietnam Adventures Co.",3022,"BK00002705","17,661,000","15,011,850"
367,1,"Vietnam Adventures Co.",3020,"BK00002703","6,677,000","5,675,450"
368,1,"Vietnam Adventures Co.",3018,"BK00002701","4,151,000","3,528,350"
369,1,"Vietnam Adventures Co.",3007,"BK00002690","23,321,250","19,823,063"
370,1,"Vietnam Adventures Co.",6,"BK1001","10,050,000","8,542,500"
371,1,"Vietnam Adventures Co.",389,"BK00000072","5,000,000,000","4,250,000,000"
372,1,"Vietnam Adventures Co.",2989,"BK00002672","4,500,000","3,825,000"
373,1,"Vietnam Adventures Co.",2981,"BK00002664","7,041,250","5,985,062"
374,1,"Vietnam Adventures Co.",2956,"BK00002639","374,999,975,000","318,749,978,750"
375,1,"Vietnam Adventures Co.",2934,"BK00002617","10,343,250","8,791,763"
376,1,"Vietnam Adventures Co.",2901,"BK00002584","5,173,000","4,397,050"
377,1,"Vietnam Adventures Co.",2876,"BK00002559","12,930,000","10,990,500"
378,1,"Vietnam Adventures Co.",7,"BK1002","8,500,000","7,225,000"
379,1,"Vietnam Adventures Co.",2868,"BK00002551","11,003,000","9,352,550"
380,1,"Vietnam Adventures Co.",2831,"BK00002514","375,000,000,000","318,750,000,000"
381,1,"Vietnam Adventures Co.",2825,"BK00002508","1,540,250","1,309,213"
382,2,"avdb",887,"BK00000570","21,065,000","17,905,250"
383,2,"avdb",512,"BK00000195","5,315,250","4,517,963"
384,2,"avdb",2235,"BK00001918","3,840,000","3,264,000"
385,2,"avdb",3240,"BK00002923","34,272,500","29,131,625"
386,2,"avdb",870,"BK00000553","10,614,000","9,021,900"
387,2,"avdb",868,"BK00000551","20,803,000","17,682,550"
388,2,"avdb",858,"BK00000541","7,537,500","6,406,875"
389,2,"avdb",3234,"BK00002917","20,263,500","17,223,975"
390,2,"avdb",3232,"BK00002915","1,240,000","1,054,000"
391,2,"avdb",3227,"BK00002910","29,636,000","25,190,600"
392,2,"avdb",2228,"BK00001911","6,012,500","5,110,625"
393,2,"avdb",1311,"BK00000994","14,693,000","12,489,050"
394,2,"avdb",341,"BK00000024","29,636,000","25,190,600"
395,2,"avdb",819,"BK00000502","5,680,000","4,828,000"
396,2,"avdb",1613,"BK00001296","3,621,000","3,077,850"
397,2,"avdb",797,"BK00000480","8,703,000","7,397,550"
398,2,"avdb",343,"BK00000026","6,358,000","5,404,300"
399,2,"avdb",680,"BK00000363","3,258,000","2,769,300"
400,2,"avdb",3198,"BK00002881","10,532,500","8,952,625"
401,2,"avdb",681,"BK00000364","4,627,000","3,932,950"
402,2,"avdb",1605,"BK00001288","2,880,000","2,448,000"
403,2,"avdb",2196,"BK00001879","4,923,000","4,184,550"
404,2,"avdb",350,"BK00000033","15,060,000","12,801,000"
405,2,"avdb",351,"BK00000034","29,987,500","25,489,375"
406,2,"avdb",1590,"BK00001273","37,045,000","31,488,250"
407,2,"avdb",1127,"BK00000810","13,342,500","11,341,125"
408,2,"avdb",3160,"BK00002843","3,840,000","3,264,000"
409,2,"avdb",1126,"BK00000809","6,440,250","5,474,213"
410,2,"avdb",526,"BK00000209","1,847,000","1,569,950"
411,2,"avdb",1570,"BK00001253","5,307,000","4,510,950"
412,2,"avdb",2163,"BK00001846","3,840,000","3,264,000"
413,2,"avdb",3144,"BK00002827","1,230,750","1,046,138"
414,2,"avdb",3134,"BK00002817","14,868,500","12,638,225"
415,2,"avdb",3133,"BK00002816","2,172,000","1,846,200"
416,2,"avdb",2160,"BK00001843","20,745,750","17,633,888"
417,2,"avdb",366,"BK00000049","3,861,250","3,282,062"
418,2,"avdb",1289,"BK00000972","14,428,500","12,264,225"
419,2,"avdb",1567,"BK00001250","27,661,000","23,511,850"
420,2,"avdb",3101,"BK00002784","20,399,000","17,339,150"
421,2,"avdb",2136,"BK00001819","14,849,250","12,621,863"
422,2,"avdb",3096,"BK00002779","1,032,500","877,625"
423,2,"avdb",3085,"BK00002768","6,506,000","5,530,100"
424,2,"avdb",2135,"BK00001818","25,498,750","21,673,938"
425,2,"avdb",3075,"BK00002758","5,262,000","4,472,700"
426,2,"avdb",1286,"BK00000969","20,745,750","17,633,888"
427,2,"avdb",2113,"BK00001796","13,662,000","11,612,700"
428,2,"avdb",3054,"BK00002737","10,614,000","9,021,900"
429,2,"avdb",3053,"BK00002736","20,861,000","17,731,850"
430,2,"avdb",1280,"BK00000963","13,342,500","11,341,125"
431,2,"avdb",1539,"BK00001222","4,194,000","3,564,900"
432,2,"avdb",3038,"BK00002721","20,224,000","17,190,400"
433,2,"avdb",2099,"BK00001782","23,880,000","20,298,000"
434,2,"avdb",2098,"BK00001781","25,498,750","21,673,938"
435,2,"avdb",633,"BK00000316","2,011,500","1,709,775"
436,2,"avdb",3015,"BK00002698","21,065,000","17,905,250"
437,2,"avdb",950,"BK00000633","21,228,000","18,043,800"
438,2,"avdb",3002,"BK00002685","960,000","816,000"
439,2,"avdb",2076,"BK00001759","14,328,000","12,178,800"
440,2,"avdb",1513,"BK00001196","15,921,000","13,532,850"
441,2,"avdb",2991,"BK00002674","19,024,000","16,170,400"
442,2,"avdb",391,"BK00000074","14,835,000","12,609,750"
443,2,"avdb",1274,"BK00000957","10,614,000","9,021,900"
444,2,"avdb",2068,"BK00001751","14,643,000","12,446,550"
445,2,"avdb",2980,"BK00002663","3,918,000","3,330,300"
446,2,"avdb",1110,"BK00000793","4,878,500","4,146,725"
447,2,"avdb",2940,"BK00002623","3,692,250","3,138,413"
448,2,"avdb",1108,"BK00000791","5,802,000","4,931,700"
449,2,"avdb",398,"BK00000081","27,661,000","23,511,850"
450,2,"avdb",399,"BK00000082","2,263,500","1,923,975"
451,2,"avdb",2060,"BK00001743","23,616,250","20,073,813"
452,2,"avdb",2889,"BK00002572","900,500","765,425"
453,2,"avdb",2884,"BK00002567","5,783,750","4,916,188"
454,2,"avdb",1498,"BK00001181","2,313,500","1,966,475"
455,2,"avdb",2870,"BK00002553","9,757,000","8,293,450"
456,2,"avdb",1098,"BK00000781","29,257,000","24,868,450"
457,2,"avdb",2053,"BK00001736","6,915,250","5,877,963"
458,2,"avdb",2835,"BK00002518","21,153,000","17,980,050"
459,2,"avdb",644,"BK00000327","11,583,750","9,846,188"
460,2,"avdb",1486,"BK00001169","21,592,750","18,353,838"
461,2,"avdb",1016,"BK00000699","24,050,000","20,442,500"
462,2,"avdb",2797,"BK00002480","2,480,000","2,108,000"
463,2,"avdb",412,"BK00000095","2,880,000","2,448,000"
464,2,"avdb",1200,"BK00000883","960,000","816,000"
465,2,"avdb",2765,"BK00002448","18,037,500","15,331,875"
466,2,"avdb",747,"BK00000430","910,000","773,500"
467,2,"avdb",2013,"BK00001696","15,274,250","12,983,113"
468,2,"avdb",1074,"BK00000757","27,418,000","23,305,300"
469,2,"avdb",1974,"BK00001657","11,950,000","10,157,500"
470,2,"avdb",421,"BK00000104","22,302,750","18,957,338"
471,2,"avdb",2739,"BK00002422","1,920,000","1,632,000"
472,2,"avdb",1447,"BK00001130","21,065,000","17,905,250"
473,2,"avdb",1948,"BK00001631","3,621,000","3,077,850"
474,2,"avdb",2716,"BK00002399","7,242,000","6,155,700"
475,2,"avdb",1942,"BK00001625","5,637,500","4,791,875"
476,2,"avdb",1070,"BK00000753","29,636,000","25,190,600"
477,2,"avdb",1421,"BK00001104","4,172,500","3,546,625"
478,2,"avdb",1940,"BK00001623","14,439,750","12,273,788"
479,2,"avdb",1412,"BK00001095","1,240,000","1,054,000"
480,2,"avdb",2680,"BK00002363","9,790,000","8,321,500"
481,2,"avdb",1190,"BK00000873","26,576,250","22,589,813"
482,2,"avdb",940,"BK00000623","15,798,750","13,428,938"
483,2,"avdb",2668,"BK00002351","8,703,000","7,397,550"
484,2,"avdb",436,"BK00000119","34,576,250","29,389,813"
485,2,"avdb",1408,"BK00001091","4,522,500","3,844,125"
486,2,"avdb",1892,"BK00001575","13,537,000","11,506,450"
487,2,"avdb",657,"BK00000340","6,153,750","5,230,688"
488,2,"avdb",730,"BK00000413","14,868,500","12,638,225"
489,2,"avdb",1882,"BK00001565","25,432,000","21,617,200"
490,2,"avdb",1879,"BK00001562","5,864,500","4,984,825"
491,2,"avdb",2631,"BK00002314","22,227,000","18,892,950"
492,2,"avdb",2609,"BK00002292","1,507,500","1,281,375"
493,2,"avdb",703,"BK00000386","12,025,000","10,221,250"
494,2,"avdb",447,"BK00000130","27,024,000","22,970,400"
495,2,"avdb",931,"BK00000614","4,776,000","4,059,600"
496,2,"avdb",2595,"BK00002278","20,493,000","17,419,050"
497,2,"avdb",1839,"BK00001522","14,378,500","12,221,725"
498,2,"avdb",1383,"BK00001066","25,432,000","21,617,200"
499,2,"avdb",1055,"BK00000738","7,242,000","6,155,700"
500,2,"avdb",2569,"BK00002252","1,860,000","1,581,000"
501,2,"avdb",1158,"BK00000841","25,432,000","21,617,200"
502,2,"avdb",1036,"BK00000719","6,967,000","5,921,950"
503,2,"avdb",1772,"BK00001455","6,064,500","5,154,825"
504,2,"avdb",2531,"BK00002214","1,810,500","1,538,925"
505,2,"avdb",2522,"BK00002205","10,040,000","8,534,000"
506,2,"avdb",1369,"BK00001052","15,921,000","13,532,850"
507,2,"avdb",1768,"BK00001451","3,415,000","2,902,750"
508,2,"avdb",2512,"BK00002195","4,878,500","4,146,725"
509,2,"avdb",464,"BK00000147","5,090,250","4,326,713"
510,2,"avdb",1148,"BK00000831","7,314,250","6,217,113"
511,2,"avdb",594,"BK00000277","20,563,500","17,478,975"
512,2,"avdb",905,"BK00000588","2,172,000","1,846,200"
513,2,"avdb",2498,"BK00002181","10,040,000","8,534,000"
514,2,"avdb",1351,"BK00001034","806,750","685,738"
515,2,"avdb",2492,"BK00002175","3,100,000","2,635,000"
516,2,"avdb",2491,"BK00002174","9,807,500","8,336,375"
517,2,"avdb",921,"BK00000604","27,611,000","23,469,350"
518,2,"avdb",2489,"BK00002172","900,500","765,425"
519,2,"avdb",1332,"BK00001015","6,064,500","5,154,825"
520,2,"avdb",1327,"BK00001010","26,206,250","22,275,313"
521,2,"avdb",2461,"BK00002144","9,940,000","8,449,000"
522,2,"avdb",1703,"BK00001386","10,180,500","8,653,425"
523,2,"avdb",1691,"BK00001374","20,080,000","17,068,000"
524,2,"avdb",2448,"BK00002131","12,025,000","10,221,250"
525,2,"avdb",2446,"BK00002129","19,253,000","16,365,050"
526,2,"avdb",485,"BK00000168","6,030,000","5,125,500"
527,2,"avdb",2445,"BK00002128","23,616,250","20,073,813"
528,2,"avdb",1676,"BK00001359","2,880,000","2,448,000"
529,2,"avdb",488,"BK00000171","6,030,000","5,125,500"
530,2,"avdb",603,"BK00000286","10,532,500","8,952,625"
531,2,"avdb",2431,"BK00002114","2,172,000","1,846,200"
532,2,"avdb",1318,"BK00001001","13,709,000","11,652,650"
533,2,"avdb",917,"BK00000600","11,604,000","9,863,400"
534,2,"avdb",1665,"BK00001348","4,848,000","4,120,800"
535,2,"avdb",1660,"BK00001343","21,228,000","18,043,800"
536,2,"avdb",2369,"BK00002052","18,831,250","16,006,563"
537,2,"avdb",2361,"BK00002044","4,202,500","3,572,125"
538,2,"avdb",1659,"BK00001342","18,037,500","15,331,875"
539,2,"avdb",499,"BK00000182","4,522,500","3,844,125"
540,2,"avdb",714,"BK00000397","2,313,500","1,966,475"
541,2,"avdb",2318,"BK00002001","21,228,000","18,043,800"
542,2,"avdb",2311,"BK00001994","29,737,000","25,276,450"
543,2,"avdb",1654,"BK00001337","11,583,750","9,846,188"
544,2,"avdb",2297,"BK00001980","4,043,000","3,436,550"
545,2,"avdb",2288,"BK00001971","5,266,250","4,476,313"
546,2,"avdb",2284,"BK00001967","13,262,000","11,272,700"
547,2,"avdb",715,"BK00000398","4,473,000","3,802,050"
548,2,"avdb",3293,"BK00002976","6,915,250","5,877,963"
549,2,"avdb",3279,"BK00002962","5,430,000","4,615,500"
550,2,"avdb",3268,"BK00002951","19,074,000","16,212,900"
551,2,"avdb",3267,"BK00002950","6,731,000","5,721,350"
552,2,"avdb",678,"BK00000361","3,100,000","2,635,000"
553,2,"avdb",328,"BK00000011","7,697,500","6,542,875"
554,2,"avdb",1638,"BK00001321","6,012,500","5,110,625"
555,2,"avdb",1631,"BK00001314","19,074,000","16,212,900"
556,2,"avdb",3257,"BK00002940","11,404,000","9,693,400"
557,3,"Blue Sky Travel Agency",1724,"BK00001407","4,756,250","3,845,904"
558,3,"Blue Sky Travel Agency",344,"BK00000027","3,945,000","3,189,927"
559,3,"Blue Sky Travel Agency",358,"BK00000041","24,490,000","19,802,614"
560,3,"Blue Sky Travel Agency",388,"BK00000071","8,917,500","7,210,691"
561,3,"Blue Sky Travel Agency",405,"BK00000088","6,017,000","4,865,346"
562,3,"Blue Sky Travel Agency",424,"BK00000107","564,500","456,455"
563,3,"Blue Sky Travel Agency",437,"BK00000120","6,045,000","4,887,987"
564,3,"Blue Sky Travel Agency",455,"BK00000138","2,553,750","2,064,962"
565,3,"Blue Sky Travel Agency",518,"BK00000201","14,893,500","12,042,884"
566,3,"Blue Sky Travel Agency",550,"BK00000233","23,328,000","18,863,021"
567,3,"Blue Sky Travel Agency",553,"BK00000236","13,740,500","11,110,568"
568,3,"Blue Sky Travel Agency",564,"BK00000247","19,377,000","15,668,242"
569,3,"Blue Sky Travel Agency",596,"BK00000279","3,107,000","2,512,320"
570,3,"Blue Sky Travel Agency",609,"BK00000292","776,750","628,080"
571,3,"Blue Sky Travel Agency",627,"BK00000310","19,192,000","15,518,651"
572,3,"Blue Sky Travel Agency",634,"BK00000317","9,796,000","7,921,046"
573,3,"Blue Sky Travel Agency",638,"BK00000321","1,354,000","1,094,844"
574,3,"Blue Sky Travel Agency",654,"BK00000337","25,683,000","20,767,274"
575,3,"Blue Sky Travel Agency",674,"BK00000357","3,998,500","3,233,187"
576,3,"Blue Sky Travel Agency",740,"BK00000423","8,064,500","6,520,955"
577,3,"Blue Sky Travel Agency",759,"BK00000442","6,497,250","5,253,676"
578,3,"Blue Sky Travel Agency",821,"BK00000504","26,743,750","21,624,996"
579,3,"Blue Sky Travel Agency",857,"BK00000540","2,330,250","1,884,240"
580,3,"Blue Sky Travel Agency",862,"BK00000545","24,132,000","19,513,135"
581,3,"Blue Sky Travel Agency",867,"BK00000550","4,331,500","3,502,451"
582,3,"Blue Sky Travel Agency",871,"BK00000554","8,663,000","7,004,902"
583,3,"Blue Sky Travel Agency",922,"BK00000605","6,497,250","5,253,676"
584,3,"Blue Sky Travel Agency",927,"BK00000610","4,006,500","3,239,656"
585,3,"Blue Sky Travel Agency",986,"BK00000669","12,096,750","9,781,432"
586,3,"Blue Sky Travel Agency",988,"BK00000671","2,288,000","1,850,077"
587,3,"Blue Sky Travel Agency",1000,"BK00000683","1,716,000","1,387,558"
588,3,"Blue Sky Travel Agency",1007,"BK00000690","1,902,500","1,538,361"
589,3,"Blue Sky Travel Agency",1019,"BK00000702","9,771,250","7,901,033"
590,3,"Blue Sky Travel Agency",1032,"BK00000715","15,612,500","12,624,268"
591,3,"Blue Sky Travel Agency",1085,"BK00000768","12,829,500","10,373,934"
592,3,"Blue Sky Travel Agency",1089,"BK00000772","12,034,000","9,730,692"
593,3,"Blue Sky Travel Agency",1092,"BK00000775","6,222,250","5,031,311"
594,3,"Blue Sky Travel Agency",1104,"BK00000787","10,269,000","8,303,513"
595,3,"Blue Sky Travel Agency",1119,"BK00000802","19,911,250","16,100,237"
596,3,"Blue Sky Travel Agency",1128,"BK00000811","5,251,500","4,246,363"
597,3,"Blue Sky Travel Agency",1216,"BK00000899","2,853,750","2,307,542"
598,3,"Blue Sky Travel Agency",1222,"BK00000905","24,068,000","19,461,385"
599,3,"Blue Sky Travel Agency",1241,"BK00000924","6,477,000","5,237,302"
600,3,"Blue Sky Travel Agency",1297,"BK00000980","16,129,000","13,041,909"
601,3,"Blue Sky Travel Agency",1303,"BK00000986","5,251,500","4,246,363"
602,3,"Blue Sky Travel Agency",1316,"BK00000999","8,188,000","6,620,817"
603,3,"Blue Sky Travel Agency",1325,"BK00001008","21,896,000","17,705,106"
604,3,"Blue Sky Travel Agency",1339,"BK00001022","3,883,750","3,140,400"
605,3,"Blue Sky Travel Agency",1347,"BK00001030","7,701,750","6,227,635"
606,3,"Blue Sky Travel Agency",1425,"BK00001108","5,251,500","4,246,363"
607,3,"Blue Sky Travel Agency",1427,"BK00001110","32,385,000","26,186,511"
608,3,"Blue Sky Travel Agency",1439,"BK00001122","9,192,500","7,433,056"
609,3,"Blue Sky Travel Agency",1443,"BK00001126","7,877,250","6,369,544"
610,3,"Blue Sky Travel Agency",1480,"BK00001163","19,592,000","15,842,091"
611,3,"Blue Sky Travel Agency",1494,"BK00001177","247,000","199,724"
612,3,"Blue Sky Travel Agency",1503,"BK00001186","15,997,000","12,935,174"
613,3,"Blue Sky Travel Agency",1523,"BK00001206","15,829,000","12,799,329"
614,3,"Blue Sky Travel Agency",1541,"BK00001224","3,998,500","3,233,187"
615,3,"Blue Sky Travel Agency",1558,"BK00001241","2,556,000","2,066,782"
616,3,"Blue Sky Travel Agency",1573,"BK00001256","21,382,500","17,289,890"
617,3,"Blue Sky Travel Agency",1580,"BK00001263","16,806,000","13,589,332"
618,3,"Blue Sky Travel Agency",1583,"BK00001266","2,288,000","1,850,077"
619,3,"Blue Sky Travel Agency",1597,"BK00001280","3,107,000","2,512,320"
620,3,"Blue Sky Travel Agency",1700,"BK00001383","9,675,000","7,823,205"
621,3,"Blue Sky Travel Agency",1713,"BK00001396","7,626,000","6,166,384"
622,3,"Blue Sky Travel Agency",1722,"BK00001405","29,141,250","23,563,615"
623,3,"Blue Sky Travel Agency",1764,"BK00001447","3,801,500","3,073,893"
